83	1.0000,1.0000,1.0000	success
84	0.9683,0.7778,0.8500	success
85	0.8593,0.9441,0.8969	success
86	1.0000,1.0000,1.0000	success
87	1.0000,1.0000,1.0000	success
88	1.0000,1.0000,1.0000	success
89	0.9714,0.8000,0.8647	success
90	1.0000,1.0000,1.0000	success
91	1.0000,1.0000,1.0000	success
92	1.0000,1.0000,1.0000	success
93	1.0000,1.0000,1.0000	success
94	1.0000,1.0000,1.0000	success
95	0.7096,0.7143,0.7119	success
96	1.0000,1.0000,1.0000	success
97	0.2810,0.4000,0.3233	success
98	1.0000,1.0000,1.0000	success
99	0.5000,0.6667,0.5556	success
100	1.0000,1.0000,1.0000	success
101	0.1852,0.3333,0.2381	success
102	1.0000,1.0000,1.0000	success
103	1.0000,1.0000,1.0000	success
104	1.0000,1.0000,1.0000	success
105	1.0000,1.0000,1.0000	success
106	1.0000,1.0000,1.0000	success
107	0.7556,0.8000,0.7750	success
108	0.9843,0.8933,0.9296	success
109	0.9852,0.9000,0.9256	success
110	0.7765,0.8000,0.7875	success
111	0.9704,0.7667,0.8173	success
112	0.5000,0.6667,0.5556	success
113	0.7292,0.7500,0.7391	success
114	fail	fail
115	0.9453,0.7500,0.8060	success
116	0.9750,0.9500,0.9581	success
117	0.9567,0.9500,0.9496	success
118	fail	fail
119	fail	fail
120	fail	fail
121	1.0000,1.0000,1.0000	success
122	fail	fail
123	1.0000,1.0000,1.0000	success
124	0.9789,0.9000,0.9222	success
125	0.5679,0.6000,0.5828	success
126	0.5667,0.6000,0.5818	success
127	fail	fail
128	fail	fail
129	0.6992,0.7143,0.7063	success
130	0.7327,0.7229,0.6769	success
131	fail	fail
132	0.8397,0.8143,0.7401	success
133	1.0000,1.0000,1.0000	success
134	1.0000,1.0000,1.0000	success
135	1.0000,1.0000,1.0000	success
136	0.7000,0.8000,0.7333	success
137	1.0000,1.0000,1.0000	success
138	1.0000,1.0000,1.0000	success
139	fail	fail
140	0.9861,0.7778,0.8596	success
141	0.2833,0.4000,0.3246	success
142	0.9333,0.9167,0.9153	success
143	1.0000,1.0000,1.0000	success
144	1.0000,1.0000,1.0000	success
145	0.7000,0.8000,0.7333	success
146	1.0000,1.0000,1.0000	success
147	0.5000,0.6667,0.5556	success
148	1.0000,1.0000,1.0000	success
149	1.0000,1.0000,1.0000	success
150	1.0000,1.0000,1.0000	success
151	fail	fail
152	0.9524,0.5556,0.6410	success
153	0.7951,0.7333,0.7575	success
154	1.0000,1.0000,1.0000	success
155	1.0000,1.0000,1.0000	success
156	1.0000,1.0000,1.0000	success
157	1.0000,1.0000,1.0000	success
158	1.0000,1.0000,1.0000	success
159	0.2606,0.3333,0.2925	success
160	1.0000,1.0000,1.0000	success
161	1.0000,1.0000,1.0000	success
162	0.5960,0.6000,0.5980	success
163	1.0000,1.0000,1.0000	success
164	0.8500,0.9000,0.8133	success
165	0.2593,0.3333,0.2917	success
166	0.9814,0.9101,0.9367	success
167	0.5697,0.6000,0.5836	success
168	1.0000,1.0000,1.0000	success
169	0.6603,0.5556,0.5968	success
170	1.0000,1.0000,1.0000	success
171	1.0000,1.0000,1.0000	success
172	0.9735,0.5833,0.6751	success
173	1.0000,1.0000,1.0000	success
174	0.3140,0.3333,0.3234	success
175	0.2745,0.3333,0.3011	success
176	1.0000,1.0000,1.0000	success
177	1.0000,1.0000,1.0000	success
178	1.0000,1.0000,1.0000	success
179	1.0000,1.0000,1.0000	success
180	1.0000,1.0000,1.0000	success
181	0.4904,0.5000,0.4951	success
182	0.5609,0.4667,0.4783	success
183	0.3008,0.3333,0.3162	success
184	1.0000,1.0000,1.0000	success
185	0.2500,0.3333,0.2857	success
186	1.0000,1.0000,1.0000	success
187	1.0000,1.0000,1.0000	success
188	0.5000,0.6667,0.5556	success
189	1.0000,1.0000,1.0000	success
190	1.0000,1.0000,1.0000	success
191	1.0000,1.0000,1.0000	success
192	0.5241,0.5111,0.4960	success
193	0.8969,0.7500,0.8009	success
194	0.7044,0.7143,0.7092	success
195	0.7500,0.6905,0.6524	success
196	0.6771,0.7000,0.6879	success
197	0.5818,0.6000,0.5905	success
198	1.0000,1.0000,1.0000	success
199	0.6976,0.5113,0.5400	success
200	0.7333,0.8000,0.7600	success
201	0.2714,0.4000,0.3179	success
202	0.4506,0.5000,0.4733	success
203	0.7500,0.8000,0.7714	success
204	0.5917,0.6000,0.5957	success
205	0.7000,0.8000,0.7333	success
206	0.7000,0.8000,0.7333	success
207	1.0000,1.0000,1.0000	success
208	0.9200,0.9000,0.8833	success
209	0.5455,0.5714,0.5571	success
210	0.5619,0.5769,0.5641	success
211	0.8508,0.8571,0.8539	success
212	fail	fail
213	0.7267,0.7200,0.7066	success
214	1.0000,1.0000,1.0000	success
215	1.0000,1.0000,1.0000	success
216	0.3000,0.3900,0.3282	success
217	0.4913,0.6000,0.5289	success
218	0.7857,0.8571,0.8095	success
219	1.0000,1.0000,1.0000	success
220	1.0000,1.0000,1.0000	success
221	1.0000,1.0000,1.0000	success
222	fail	fail
223	1.0000,1.0000,1.0000	success
224	0.5826,0.6000,0.5909	success
225	0.8099,0.7810,0.7900	success
226	0.2185,0.2848,0.2200	success
227	0.5385,0.6000,0.5636	success
228	0.7000,0.8000,0.7333	success
229	0.7000,0.8000,0.7333	success
230	0.1600,0.2000,0.1778	success
231	1.0000,1.0000,1.0000	success
232	fail	fail
233	fail	fail
234	fail	fail
235	1.0000,1.0000,1.0000	success
236	0.9804,0.7167,0.7697	success
237	0.2889,0.3333,0.3095	success
238	1.0000,1.0000,1.0000	success
239	fail	fail
240	0.9167,0.8889,0.8857	success
241	0.5911,0.6000,0.5955	success
242	1.0000,1.0000,1.0000	success
243	1.0000,1.0000,1.0000	success
244	1.0000,1.0000,1.0000	success
245	0.9426,0.9676,0.9507	success
246	0.5871,0.3333,0.3838	success
247	0.5744,0.4381,0.4709	success
248	0.5333,0.3403,0.3657	success
249	0.9203,0.7435,0.7956	success
250	fail	fail
251	1.0000,1.0000,1.0000	success
252	1.0000,1.0000,1.0000	success
253	1.0000,1.0000,1.0000	success
254	fail	fail
255	0.5714,0.6000,0.5846	success
256	fail	fail
257	1.0000,1.0000,1.0000	success
258	0.4889,0.4647,0.4724	success
259	0.8559,0.9836,0.9014	success
260	0.5915,0.6000,0.5957	success
261	0.2947,0.3333,0.3128	success
262	0.5737,0.3667,0.4192	success
263	1.0000,1.0000,1.0000	success
264	0.9896,0.8333,0.8995	success
265	1.0000,1.0000,1.0000	success
266	1.0000,1.0000,1.0000	success
267	1.0000,1.0000,1.0000	success
268	0.5909,0.6000,0.5953	success
269	1.0000,1.0000,1.0000	success
270	1.0000,1.0000,1.0000	success
271	0.9934,0.7778,0.8300	success
272	1.0000,1.0000,1.0000	success
273	1.0000,1.0000,1.0000	success
274	0.5533,0.6000,0.5736	success
275	1.0000,1.0000,1.0000	success
276	1.0000,1.0000,1.0000	success
277	0.7000,0.8333,0.6162	success
278	0.9722,0.6667,0.7633	success
279	1.0000,1.0000,1.0000	success
280	0.7810,0.6476,0.6404	success
281	0.1806,0.2000,0.1898	success
282	1.0000,1.0000,1.0000	success
283	1.0000,1.0000,1.0000	success
284	1.0000,1.0000,1.0000	success
285	1.0000,1.0000,1.0000	success
286	1.0000,1.0000,1.0000	success
287	0.5429,0.4667,0.4667	success
288	0.1481,0.2000,0.1702	success
289	0.4107,0.4286,0.4190	success
290	0.2308,0.3333,0.2727	success
291	0.9909,0.8667,0.8953	success
292	1.0000,1.0000,1.0000	success
293	1.0000,1.0000,1.0000	success
294	1.0000,1.0000,1.0000	success
295	0.9733,0.7778,0.8194	success
296	0.7200,0.6000,0.6167	success
297	1.0000,1.0000,1.0000	success
298	0.9371,0.8333,0.8542	success
299	0.5889,0.3778,0.4270	success
300	0.9365,0.7778,0.7982	success
301	0.3125,0.3333,0.3226	success
302	0.9154,0.6436,0.6908	success
303	0.5583,0.4667,0.4767	success
304	1.0000,1.0000,1.0000	success
305	1.0000,1.0000,1.0000	success
306	1.0000,1.0000,1.0000	success
307	0.5756,0.4667,0.4870	success
308	1.0000,1.0000,1.0000	success
309	1.0000,1.0000,1.0000	success
310	1.0000,1.0000,1.0000	success
311	1.0000,1.0000,1.0000	success
312	0.8219,0.8968,0.8082	success
313	0.5852,0.6000,0.5923	success
314	0.1484,0.2000,0.1704	success
315	1.0000,1.0000,1.0000	success
316	1.0000,1.0000,1.0000	success
317	1.0000,1.0000,1.0000	success
318	0.5714,0.6000,0.5846	success
319	0.2593,0.3333,0.2917	success
320	0.1636,0.2000,0.1800	success
321	1.0000,1.0000,1.0000	success
322	1.0000,1.0000,1.0000	success
323	0.5881,0.6000,0.5938	success
324	1.0000,1.0000,1.0000	success
325	1.0000,1.0000,1.0000	success
326	1.0000,1.0000,1.0000	success
327	1.0000,1.0000,1.0000	success
328	1.0000,1.0000,1.0000	success
329	0.6614,0.6667,0.6640	success
330	0.9917,0.8889,0.9291	success
331	1.0000,1.0000,1.0000	success
332	0.9770,0.7778,0.8214	success
333	0.5310,0.6000,0.5583	success
334	1.0000,1.0000,1.0000	success
335	0.9744,0.6667,0.7644	success
336	1.0000,1.0000,1.0000	success
337	1.0000,1.0000,1.0000	success
338	1.0000,1.0000,1.0000	success
339	1.0000,1.0000,1.0000	success
340	0.8056,0.5833,0.5516	success
341	0.1825,0.2429,0.1584	success
342	0.4286,0.4286,0.4286	success
343	1.0000,1.0000,1.0000	success
344	0.5200,0.6000,0.5500	success
345	0.2381,0.3333,0.2778	success
346	0.7024,0.7143,0.7081	success
347	1.0000,1.0000,1.0000	success
348	1.0000,1.0000,1.0000	success
349	0.3082,0.4000,0.3439	success
350	1.0000,1.0000,1.0000	success
351	1.0000,1.0000,1.0000	success
352	1.0000,1.0000,1.0000	success
353	1.0000,1.0000,1.0000	success
354	0.2000,0.2000,0.2000	success
355	1.0000,1.0000,1.0000	success
356	1.0000,1.0000,1.0000	success
357	1.0000,1.0000,1.0000	success
358	1.0000,1.0000,1.0000	success
359	1.0000,1.0000,1.0000	success
360	1.0000,1.0000,1.0000	success
361	1.0000,1.0000,1.0000	success
362	1.0000,1.0000,1.0000	success
363	0.3203,0.3333,0.3267	success
364	1.0000,1.0000,1.0000	success
365	1.0000,1.0000,1.0000	success
366	1.0000,1.0000,1.0000	success
367	1.0000,1.0000,1.0000	success
368	1.0000,1.0000,1.0000	success
369	1.0000,1.0000,1.0000	success
370	1.0000,1.0000,1.0000	success
371	1.0000,1.0000,1.0000	success
372	1.0000,1.0000,1.0000	success
373	fail	fail
374	0.5375,0.3333,0.3630	success
375	0.1647,0.2000,0.1806	success
376	1.0000,1.0000,1.0000	success
377	1.0000,1.0000,1.0000	success
378	1.0000,1.0000,1.0000	success
379	1.0000,1.0000,1.0000	success
380	0.5704,0.6000,0.5840	success
381	1.0000,1.0000,1.0000	success
382	1.0000,1.0000,1.0000	success
383	1.0000,1.0000,1.0000	success
384	0.5857,0.6000,0.5926	success
385	0.5500,0.6000,0.5714	success
386	0.9815,0.7778,0.8238	success
387	0.6897,0.6476,0.6007	success
388	1.0000,1.0000,1.0000	success
389	1.0000,1.0000,1.0000	success
390	1.0000,1.0000,1.0000	success
391	0.2857,0.4286,0.3316	success
392	1.0000,1.0000,1.0000	success
393	0.9877,0.9167,0.9461	success
394	0.5804,0.6000,0.5792	success
395	1.0000,1.0000,1.0000	success
396	0.7714,0.7619,0.7388	success
397	1.0000,1.0000,1.0000	success
398	0.8156,0.8116,0.7878	success
399	fail	fail
400	0.7595,0.6905,0.6707	success
401	0.8143,0.7000,0.7121	success
402	1.0000,1.0000,1.0000	success
403	0.5444,0.5000,0.5011	success
404	0.7927,0.8000,0.7963	success
405	fail	fail
406	0.9881,0.9524,0.9683	success
407	0.3838,0.4000,0.3915	success
408	1.0000,1.0000,1.0000	success
409	1.0000,1.0000,1.0000	success
410	0.6250,0.6667,0.6444	success
411	0.2982,0.3333,0.3148	success
412	0.6316,0.6667,0.6481	success
413	1.0000,1.0000,1.0000	success
414	fail	fail
415	1.0000,1.0000,1.0000	success
416	1.0000,1.0000,1.0000	success
417	1.0000,1.0000,1.0000	success
418	0.2914,0.3200,0.3046	success
419	0.1556,0.2000,0.1750	success
420	0.9900,0.8333,0.8838	success
421	1.0000,1.0000,1.0000	success
422	0.4583,0.6000,0.4957	success
423	0.4667,0.6000,0.5000	success
424	fail	fail
425	1.0000,1.0000,1.0000	success
426	0.4529,0.6000,0.4929	success
427	0.3125,0.3333,0.3226	success
428	1.0000,1.0000,1.0000	success
429	1.0000,1.0000,1.0000	success
430	0.4667,0.6000,0.5000	success
431	1.0000,1.0000,1.0000	success
432	0.4667,0.6000,0.5000	success
433	1.0000,1.0000,1.0000	success
434	1.0000,1.0000,1.0000	success
435	1.0000,1.0000,1.0000	success
436	1.0000,1.0000,1.0000	success
437	0.4667,0.6000,0.5000	success
438	1.0000,1.0000,1.0000	success
439	0.4286,0.4286,0.4286	success
440	1.0000,1.0000,1.0000	success
441	0.9695,0.8262,0.8678	success
442	1.0000,1.0000,1.0000	success
443	1.0000,1.0000,1.0000	success
444	1.0000,1.0000,1.0000	success
445	1.0000,1.0000,1.0000	success
446	0.5680,0.2800,0.3159	success
447	fail	fail
448	0.9722,0.6667,0.7633	success
449	0.5733,0.4000,0.4524	success
450	0.9697,0.6667,0.7619	success
451	1.0000,1.0000,1.0000	success
452	1.0000,1.0000,1.0000	success
453	1.0000,1.0000,1.0000	success
454	1.0000,1.0000,1.0000	success
455	1.0000,1.0000,1.0000	success
456	1.0000,1.0000,1.0000	success
457	1.0000,1.0000,1.0000	success
458	1.0000,1.0000,1.0000	success
459	1.0000,1.0000,1.0000	success
460	1.0000,1.0000,1.0000	success
461	1.0000,1.0000,1.0000	success
462	0.9922,0.7778,0.8627	success
463	0.9820,0.6667,0.7685	success
464	fail	fail
465	1.0000,1.0000,1.0000	success
466	1.0000,1.0000,1.0000	success
467	1.0000,1.0000,1.0000	success
468	1.0000,1.0000,1.0000	success
469	1.0000,1.0000,1.0000	success
470	1.0000,1.0000,1.0000	success
471	1.0000,1.0000,1.0000	success
472	0.5636,0.6000,0.5800	success
473	0.2821,0.3333,0.3056	success
474	0.3020,0.3333,0.3169	success
475	0.1250,0.2000,0.1538	success
476	0.5579,0.4667,0.4765	success
477	1.0000,1.0000,1.0000	success
478	0.5704,0.6000,0.5840	success
479	1.0000,1.0000,1.0000	success
480	1.0000,1.0000,1.0000	success
481	1.0000,1.0000,1.0000	success
482	1.0000,1.0000,1.0000	success
483	0.5692,0.6000,0.5833	success
484	1.0000,1.0000,1.0000	success
485	1.0000,1.0000,1.0000	success
486	1.0000,1.0000,1.0000	success
487	1.0000,1.0000,1.0000	success
488	1.0000,1.0000,1.0000	success
489	1.0000,1.0000,1.0000	success
490	0.6000,0.4000,0.4667	success
491	0.4286,0.4286,0.4286	success
492	1.0000,1.0000,1.0000	success
493	0.6939,0.6190,0.6319	success
494	1.0000,1.0000,1.0000	success
495	1.0000,1.0000,1.0000	success
496	1.0000,1.0000,1.0000	success
497	0.9754,0.7000,0.7441	success
498	0.5869,0.3600,0.4218	success
499	0.5946,0.4000,0.4639	success
500	1.0000,1.0000,1.0000	success
501	0.5765,0.3500,0.4008	success
502	fail	fail
503	1.0000,1.0000,1.0000	success
504	1.0000,1.0000,1.0000	success
505	1.0000,1.0000,1.0000	success
506	1.0000,1.0000,1.0000	success
507	0.6000,0.4000,0.4667	success
508	0.5943,0.3333,0.3971	success
509	0.6000,0.4000,0.4667	success
510	1.0000,1.0000,1.0000	success
511	0.7636,0.6167,0.6067	success
512	0.6000,0.4000,0.4667	success
513	1.0000,1.0000,1.0000	success
514	1.0000,1.0000,1.0000	success
515	1.0000,1.0000,1.0000	success
516	1.0000,1.0000,1.0000	success
517	1.0000,1.0000,1.0000	success
518	1.0000,1.0000,1.0000	success
519	0.5872,0.3933,0.4540	success
520	1.0000,1.0000,1.0000	success
521	1.0000,1.0000,1.0000	success
522	1.0000,1.0000,1.0000	success
523	1.0000,1.0000,1.0000	success
524	0.9861,0.6667,0.7707	success
525	fail	fail
526	0.9789,0.7333,0.8089	success
527	1.0000,1.0000,1.0000	success
528	0.6000,0.4000,0.4667	success
529	0.2895,0.3333,0.3099	success
530	1.0000,1.0000,1.0000	success
531	0.4619,0.5333,0.4723	success
532	0.9784,0.7333,0.7886	success
533	0.6000,0.5487,0.5706	success
534	0.6500,0.7901,0.6749	success
535	1.0000,1.0000,1.0000	success
536	0.9623,0.7333,0.8133	success
537	0.1857,0.2000,0.1926	success
538	0.1625,0.2000,0.1793	success
539	1.0000,1.0000,1.0000	success
540	0.3061,0.3333,0.3191	success
541	1.0000,1.0000,1.0000	success
542	0.2800,0.3333,0.3043	success
543	0.4821,0.5000,0.4909	success
544	1.0000,1.0000,1.0000	success
545	0.2727,0.3333,0.3000	success
546	0.1574,0.2000,0.1762	success
547	1.0000,1.0000,1.0000	success
548	0.5843,0.6000,0.5918	success
549	1.0000,1.0000,1.0000	success
550	1.0000,1.0000,1.0000	success
551	0.3050,0.3333,0.3185	success
552	0.1517,0.2000,0.1725	success
553	0.3178,0.3333,0.3254	success
554	1.0000,1.0000,1.0000	success
555	0.1379,0.2000,0.1633	success
556	1.0000,1.0000,1.0000	success
557	0.1154,0.1429,0.1277	success
558	1.0000,1.0000,1.0000	success
559	0.1636,0.2000,0.1800	success
560	1.0000,1.0000,1.0000	success
561	1.0000,1.0000,1.0000	success
562	0.4267,0.5000,0.4530	success
563	0.1700,0.2000,0.1838	success
564	0.2807,0.3333,0.3048	success
565	1.0000,1.0000,1.0000	success
566	0.5778,0.3100,0.3605	success
567	1.0000,1.0000,1.0000	success
568	1.0000,1.0000,1.0000	success
569	1.0000,1.0000,1.0000	success
570	1.0000,1.0000,1.0000	success
571	1.0000,1.0000,1.0000	success
572	1.0000,1.0000,1.0000	success
573	0.3185,0.3333,0.3258	success
574	0.2667,0.3333,0.2963	success
575	1.0000,1.0000,1.0000	success
576	0.1517,0.2000,0.1725	success
577	1.0000,1.0000,1.0000	success
578	1.0000,1.0000,1.0000	success
579	1.0000,1.0000,1.0000	success
580	1.0000,1.0000,1.0000	success
581	0.4722,0.5000,0.4857	success
582	0.3205,0.3333,0.3268	success
583	0.1048,0.2000,0.1375	success
584	1.0000,1.0000,1.0000	success
585	1.0000,1.0000,1.0000	success
586	0.2941,0.3333,0.3125	success
587	fail	fail
588	0.2727,0.3333,0.3000	success
589	1.0000,1.0000,1.0000	success
590	1.0000,1.0000,1.0000	success
591	fail	fail
592	1.0000,1.0000,1.0000	success
593	0.4079,0.5000,0.4435	success
594	1.0000,1.0000,1.0000	success
595	0.5158,0.5000,0.4800	success
596	1.0000,1.0000,1.0000	success
597	0.7392,0.6299,0.6636	success
598	0.5818,0.6000,0.5905	success
599	1.0000,1.0000,1.0000	success
600	0.5870,0.6000,0.5933	success
601	1.0000,1.0000,1.0000	success
602	1.0000,1.0000,1.0000	success
603	0.9495,0.6772,0.7546	success
604	0.3749,0.6000,0.4533	success
605	0.3626,0.5811,0.4328	success
606	0.2571,0.3333,0.2903	success
607	0.5144,0.5859,0.5410	success
608	0.9524,0.8889,0.9077	success
609	0.9583,0.7121,0.7926	success
610	1.0000,1.0000,1.0000	success
611	0.5806,0.6000,0.5898	success
612	0.9722,0.8333,0.8744	success
613	1.0000,1.0000,1.0000	success
614	1.0000,1.0000,1.0000	success
615	0.4474,0.6000,0.5030	success
616	1.0000,1.0000,1.0000	success
617	0.9833,0.9000,0.9246	success
618	0.9750,0.9429,0.9533	success
619	1.0000,1.0000,1.0000	success
620	0.9386,0.8503,0.8776	success
621	1.0000,1.0000,1.0000	success
622	1.0000,1.0000,1.0000	success
623	1.0000,1.0000,1.0000	success
624	1.0000,1.0000,1.0000	success
625	0.6485,0.6667,0.6539	success
626	0.4286,0.6000,0.4735	success
627	0.5360,0.3745,0.3976	success
628	1.0000,1.0000,1.0000	success
629	1.0000,1.0000,1.0000	success
630	0.9833,0.9000,0.9246	success
631	0.7692,0.6667,0.6833	success
632	0.5833,0.3400,0.3913	success
633	0.9423,0.9100,0.9239	success
634	fail	fail
635	1.0000,1.0000,1.0000	success
636	0.5784,0.6000,0.5886	success
637	0.5784,0.6000,0.5886	success
638	1.0000,1.0000,1.0000	success
639	0.4050,0.3512,0.3697	success
640	fail	fail
641	0.9444,0.8333,0.8586	success
642	0.9444,0.8333,0.8586	success
643	1.0000,1.0000,1.0000	success
644	1.0000,1.0000,1.0000	success
645	fail	fail
646	0.9639,0.6900,0.7268	success
647	1.0000,1.0000,1.0000	success
648	1.0000,1.0000,1.0000	success
649	0.8611,0.9762,0.8999	success
650	0.9640,0.7222,0.8032	success
651	0.4119,0.3095,0.3435	success
652	1.0000,1.0000,1.0000	success
653	fail	fail
654	0.4630,0.4510,0.3606	success
655	0.4000,0.3915,0.3704	success
656	1.0000,1.0000,1.0000	success
657	0.9670,0.8659,0.8847	success
658	0.4000,0.4000,0.4000	success
659	1.0000,1.0000,1.0000	success
660	fail	fail
661	0.7037,0.9012,0.6754	success
662	0.6710,0.5262,0.5612	success
663	0.7143,0.7117,0.7130	success
664	0.4808,0.5000,0.4902	success
665	0.1843,0.2000,0.1919	success
666	1.0000,1.0000,1.0000	success
667	0.5560,0.5714,0.5156	success
668	0.9909,0.8667,0.8953	success
669	0.9913,0.8667,0.8956	success
670	0.7167,0.9172,0.7119	success
671	1.0000,1.0000,1.0000	success
672	1.0000,1.0000,1.0000	success
673	fail	fail
674	0.8306,0.9227,0.8599	success
675	0.3197,0.3197,0.3197	success
676	1.0000,1.0000,1.0000	success
677	1.0000,1.0000,1.0000	success
678	0.7615,0.9474,0.7971	success
679	1.0000,1.0000,1.0000	success
680	fail	fail
681	1.0000,1.0000,1.0000	success
682	0.5333,0.6000,0.5600	success
683	1.0000,1.0000,1.0000	success
684	0.4286,0.4286,0.4286	success
685	0.9333,0.9000,0.8933	success
686	fail	fail
687	0.7778,0.8333,0.7222	success
688	1.0000,1.0000,1.0000	success
689	0.2500,0.3333,0.2857	success
690	1.0000,1.0000,1.0000	success
691	0.5279,0.5600,0.5360	success
692	1.0000,1.0000,1.0000	success
693	0.9444,0.9333,0.9327	success
694	0.9722,0.8889,0.9188	success
695	0.9420,0.5833,0.6571	success
696	1.0000,1.0000,1.0000	success
697	0.9733,0.7333,0.8194	success
698	0.9855,0.8889,0.9259	success
699	0.9858,0.7778,0.8594	success
700	0.9167,0.8889,0.8857	success
701	0.5667,0.4000,0.4485	success
702	0.4470,0.5333,0.4801	success
703	0.5478,0.6000,0.5700	success
704	fail	fail
705	1.0000,1.0000,1.0000	success
706	0.9524,0.8889,0.9077	success
707	0.5733,0.3333,0.3857	success
708	0.9420,0.5556,0.6349	success
709	0.9833,0.7778,0.8581	success
710	1.0000,1.0000,1.0000	success
711	0.9619,0.6889,0.7703	success
712	0.4920,0.6000,0.5293	success
713	1.0000,1.0000,1.0000	success
714	fail	fail
715	1.0000,1.0000,1.0000	success
716	1.0000,1.0000,1.0000	success
717	0.7286,0.9391,0.7474	success
718	fail	fail
719	1.0000,1.0000,1.0000	success
720	1.0000,1.0000,1.0000	success
721	0.1111,0.3333,0.1667	success
722	1.0000,1.0000,1.0000	success
723	1.0000,1.0000,1.0000	success
724	0.9778,0.6667,0.7663	success
725	1.0000,1.0000,1.0000	success
726	0.9841,0.7778,0.8252	success
727	1.0000,1.0000,1.0000	success
728	fail	fail
729	1.0000,1.0000,1.0000	success
730	0.4114,0.4857,0.4346	success
731	1.0000,1.0000,1.0000	success
732	1.0000,1.0000,1.0000	success
733	1.0000,1.0000,1.0000	success
734	1.0000,1.0000,1.0000	success
735	1.0000,1.0000,1.0000	success
736	0.9762,0.8333,0.8765	success
737	1.0000,1.0000,1.0000	success
738	0.5840,0.6000,0.5917	success
739	1.0000,1.0000,1.0000	success
740	0.9774,0.8095,0.8772	success
741	1.0000,1.0000,1.0000	success
742	0.4520,0.4357,0.4393	success
743	0.3900,0.5000,0.4282	success
744	1.0000,1.0000,1.0000	success
745	1.0000,1.0000,1.0000	success
746	1.0000,1.0000,1.0000	success
747	1.0000,1.0000,1.0000	success
748	1.0000,1.0000,1.0000	success
749	0.9753,0.6667,0.7650	success
750	0.1778,0.2667,0.2095	success
751	1.0000,1.0000,1.0000	success
752	0.1282,0.3333,0.1852	success
753	0.7714,0.9278,0.8305	success
754	0.5067,0.6000,0.5391	success
755	0.9103,0.8772,0.8729	success
756	1.0000,1.0000,1.0000	success
757	fail	fail
758	0.8571,0.9796,0.8781	success
759	0.5864,0.6000,0.5929	success
760	0.8381,0.9490,0.8706	success
761	0.5882,0.6000,0.5939	success
762	fail	fail
763	0.9874,0.8333,0.8984	success
764	1.0000,1.0000,1.0000	success
765	1.0000,1.0000,1.0000	success
766	fail	fail
